review,sentiment,tokenized_review,lemmatized_review,review_vector,predicted_sentiment,reason
no going eat potato found strangers hair,negative,"['no', 'going', 'eat', 'potato', 'found', 'strangers', 'hair']",no going eat potato found stranger hair,"[ 1.0153871e-03 -1.0200758e-03 -3.6120228e-04  1.8451993e-03
  3.9189705e-03 -6.0789115e-03  1.3794692e-03  1.3029337e-03
 -1.3929898e-04 -3.1764680e-04 -4.6115266e-03 -2.8004341e-03
 -2.1064041e-04  2.5808385e-03  1.6608874e-03 -3.5203986e-03
 -6.3221501e-06 -3.3244810e-03  4.9192301e-04  3.1900604e-03
 -1.2219790e-03  1.5311436e-03  2.5984012e-03 -3.8819995e-03
 -3.5951100e-04 -1.7555869e-03 -6.1085760e-03  2.7836186e-03
 -2.2751729e-03  3.0907078e-03  5.0589656e-03 -3.9343484e-04
 -1.9463222e-04 -5.7632721e-04 -3.1597880e-03  3.2218269e-03
  5.4815650e-06  2.2535245e-03  3.1378784e-03 -9.0649072e-04
 -6.4052368e-04 -2.4224820e-03 -1.8916280e-03  1.4525478e-03
 -6.1628147e-04 -1.8827327e-03 -2.8978265e-03  2.1855347e-04
  2.2314338e-03  1.8351681e-03  3.2560024e-03 -5.0047338e-03
  1.2896548e-03 -4.8942342e-03 -1.5423745e-03  2.8356889e-03
  2.3639337e-03  1.8879926e-03 -3.2549466e-03  2.2671067e-03
 -2.7591672e-03  1.1528981e-03 -1.3181679e-04 -7.1168412e-04
 -4.3203854e-03  4.6084146e-03 -1.7435820e-03  4.1747256e-03
  3.1211707e-04  2.3474004e-03 -2.4945210e-03  6.8121229e-04
  3.2487472e-03 -1.2098169e-03  1.4121078e-03 -5.8184209e-04
 -2.2738723e-03  4.3157800e-03 -2.5020635e-03 -2.4816412e-03
 -5.2736484e-04 -1.1202560e-04  1.9972200e-04  5.6149638e-03
  1.7119329e-03 -7.7589363e-04 -1.0141515e-03  2.6512179e-03
  1.9903949e-03 -2.0278443e-03  7.2103320e-03  3.8245160e-04
  2.5875028e-03  6.9971068e-04  4.1132937e-03  4.3969271e-03
  3.3790094e-03 -6.1951659e-04 -1.2512492e-03 -1.2683776e-03]",positive,Failed to capture intensity of negative sentiment.
pizza tasted old super chewy not good way,negative,"['pizza', 'tasted', 'old', 'super', 'chewy', 'not', 'good', 'way']",pizza tasted old super chewy not good way,"[-4.4113752e-03  1.3448230e-03 -1.2388664e-03  1.8644853e-03
 -1.7870246e-03 -1.4689572e-03  1.6613324e-03  4.9524819e-03
 -4.0248795e-03 -2.0359256e-03  1.8705338e-03 -1.9567339e-03
 -5.8139948e-04 -1.7124149e-03  9.9160243e-04 -2.1763681e-03
  2.0119576e-03 -1.0763358e-03 -2.5436271e-03 -2.2773128e-03
  1.1979605e-03 -7.2557019e-04  2.9415959e-03 -4.2361743e-04
 -2.4105068e-03 -3.8057810e-04 -2.1556707e-03  1.4917335e-03
 -2.0806924e-03  3.8899906e-04 -4.1145075e-05 -2.3734656e-03
  1.6378125e-03 -3.3720722e-03  2.1727020e-03  1.0066795e-03
  2.8090103e-04 -2.4919854e-03 -2.2712476e-03 -3.3959558e-03
  8.3273416e-04 -1.9691417e-03 -1.0328691e-03  3.5154694e-03
  3.9416999e-03 -1.3543488e-03 -4.0747132e-03  1.5492286e-03
  2.2598484e-04  1.4826511e-03  7.5369130e-04 -4.2560212e-03
 -3.7041190e-03 -1.4299686e-03  1.4528979e-03  7.8893092e-04
  1.8315926e-03  1.2468934e-03 -7.2423788e-04  4.6881149e-05
  6.8336754e-04  7.7109993e-04  2.5255687e-04 -4.3046931e-03
 -3.4897181e-03 -4.4164294e-04  1.0782478e-03  4.4062133e-03
 -2.1583505e-03  3.2227333e-03  1.2745254e-04 -6.7334773e-04
  2.1503554e-03 -2.6114988e-03  1.1668317e-03  3.2669823e-03
  1.4835736e-04 -3.1145150e-03 -4.1680248e-03  6.0464797e-04
 -8.8692980e-04  3.2546418e-03  9.1723766e-04  2.3013079e-03
  1.1402427e-04 -1.0352312e-03 -2.0618052e-03  1.1899343e-03
 -1.7437043e-03  1.3466768e-03  9.2471088e-04  1.3224214e-03
 -2.4067715e-04  2.2980133e-03  5.4077166e-03  2.0080102e-03
 -2.8657517e-04 -3.7154141e-03  6.1520276e-04 -3.1732614e-03]",positive,Failed to capture intensity of negative sentiment.
not wasted enough life poured salt wound drawing time took bring check,negative,"['not', 'wasted', 'enough', 'life', 'poured', 'salt', 'wound', 'drawing', 'time', 'took', 'bring', 'check']",not wasted enough life poured salt wound drawing time took bring check,"[-1.5967084e-03 -1.2311344e-03  2.6024124e-03  2.6052163e-03
 -2.5947034e-04 -2.2141899e-03  1.7053168e-04  1.1661593e-03
 -3.8819164e-03 -2.3912897e-03  2.3415389e-03 -3.3171996e-04
 -2.2638768e-03 -7.7654625e-04 -3.5860759e-04 -5.5596634e-04
  5.2290835e-04 -5.2737985e-03  5.1732222e-04 -4.8317332e-03
  2.3534526e-04  1.4847718e-03 -2.6514968e-03 -3.0721701e-04
  2.3268075e-03 -2.8089222e-03 -9.1469288e-04  2.9041662e-04
 -2.8241717e-03 -1.4066364e-03  2.2452557e-03  3.6373630e-03
  3.8820663e-03 -1.0099465e-03  1.9593104e-03 -1.3687617e-04
  1.5885093e-03 -1.2565831e-03  7.5624092e-04 -2.6142111e-03
  1.8125266e-03 -2.3703009e-03 -2.3951291e-03  8.0139888e-04
 -1.7815361e-03  1.9924082e-04  9.9110778e-04  1.9444997e-03
  1.3044341e-03  9.7768230e-04  2.8356255e-04 -2.7182822e-03
 -1.9597244e-03 -2.2220747e-04  1.4135254e-03  1.9168881e-03
 -1.4874774e-05 -2.1518976e-03  4.7087963e-04  1.4545684e-03
 -1.3435703e-03  2.9184252e-03  2.8592031e-04 -1.4327666e-03
 -2.6311160e-03  2.4974849e-03  6.1427004e-04  1.1345352e-03
  1.4119108e-03 -5.7860214e-04 -8.7296829e-04  2.3166540e-03
  1.1136250e-03 -3.1443469e-03  3.9122761e-03  3.5398445e-04
  1.8979624e-03 -3.2232851e-03  1.4241650e-03  6.4608874e-04
 -2.2414562e-03  2.4236243e-03 -1.3211913e-03  2.7811488e-03
 -1.5424552e-03  2.3361945e-03 -9.7392470e-04  8.5088512e-04
  1.4531948e-03  4.3249680e-03  7.3490484e-04  2.8910004e-03
 -1.7690825e-03  2.3792502e-03  3.0473827e-03  7.5183710e-04
 -1.4535547e-04 -2.5453598e-03  2.1589280e-03  7.7635539e-04]",positive,Failed to capture intensity of negative sentiment.
not really impressed strip steak,negative,"['not', 'really', 'impressed', 'strip', 'steak']",not really impressed strip steak,"[ 1.5785310e-03  1.1942222e-03  8.8587013e-04  1.6256633e-03
  1.1850770e-03 -4.3473165e-03  3.3644185e-04  9.4769988e-03
 -1.8472612e-03 -2.7737345e-03  3.7072897e-03 -5.0546257e-03
 -1.6099124e-03  5.1230134e-04 -1.5507564e-04 -1.8472027e-03
  3.4167978e-03 -7.8863482e-04 -1.3035126e-03 -3.4464658e-03
 -2.4475907e-03 -6.8201160e-04  5.8000982e-03 -7.9169916e-03
 -3.4096115e-04 -4.2393231e-03 -3.7163384e-03 -1.2589667e-03
 -1.0121290e-03 -3.4120301e-04 -5.0701603e-04 -2.2686818e-03
  4.0184818e-03 -1.3298318e-03 -9.0909825e-04  2.7543120e-03
  1.0918109e-03 -4.5429356e-03 -3.7214924e-03 -2.4193902e-03
  2.7840026e-04  8.5441291e-04 -1.4974804e-03  6.7503116e-04
  1.4498807e-04 -3.9299810e-03 -5.4112817e-03 -1.0022462e-03
  1.7130136e-03  3.3605535e-04  1.3432966e-03  8.0982965e-05
 -2.5020449e-03 -6.0242786e-05 -3.6863671e-03  1.9641393e-03
 -6.3677377e-04 -2.3368718e-04 -2.5270558e-03  5.2680788e-03
 -7.7304628e-04  3.2903433e-03  1.9417185e-03 -9.7962981e-04
 -6.1494526e-03  7.5509574e-04 -4.3407711e-03  1.1377067e-03
 -1.7053886e-04  2.0614341e-04 -1.3409244e-03  6.2940144e-03
  6.2876800e-03 -1.9082827e-03  7.2154030e-03  1.6087666e-05
  3.1865991e-03 -4.5961132e-03 -1.8568423e-03  1.5248938e-03
 -1.8839522e-03  2.5726324e-03  1.2011563e-03  1.0139763e-02
 -4.1476670e-03  4.0075351e-03  1.8576744e-03  1.8036632e-03
  3.7492402e-03  5.5255471e-03  7.3757693e-03  4.8115551e-03
  1.1103406e-03  1.5240113e-03  4.2001419e-03  2.5409008e-03
 -2.0637070e-03 -3.5701816e-03  2.3131096e-03 -2.3851548e-03]",positive,Failed to capture intensity of negative sentiment.
never brought salad asked,negative,"['never', 'brought', 'salad', 'asked']",never brought salad asked,"[-9.59718309e-04  4.05272841e-03  3.05180508e-03 -2.51344289e-04
 -1.17256516e-03 -3.70059162e-03 -2.94186710e-03  3.93226463e-03
 -7.07782526e-03 -1.45126204e-03 -1.08609209e-03 -2.27265968e-03
 -4.09954321e-03  4.21489589e-04 -8.06874130e-04  1.85267068e-03
 -2.51433742e-03  4.41657752e-03 -1.60657009e-03 -5.58741856e-03
  3.59320408e-03  8.22338043e-05 -3.21847945e-03  2.04210589e-03
 -3.88865871e-03 -1.59914605e-04 -4.22631018e-03  3.12291761e-03
  1.17790769e-03  2.51489156e-03 -6.90944726e-05 -2.17293762e-03
  3.95768136e-03  2.10304232e-03 -2.07307655e-03  7.39686424e-03
  2.68348795e-03  4.94138454e-04  1.00938347e-03  2.52573099e-03
  6.16538338e-03 -3.46223684e-03  5.58629050e-04  2.74075894e-03
  1.40217913e-03 -2.21327110e-03  1.66385528e-03 -3.27241025e-03
  4.32884973e-03  3.58328456e-04  7.59928371e-04 -4.36785282e-04
 -2.19841348e-03  2.55489466e-03 -5.69063146e-03  4.70732106e-04
  5.24197053e-03 -2.57432065e-03  4.03182069e-03  1.49524631e-03
  1.26116746e-03 -1.44348433e-03 -5.64883370e-03 -2.94727087e-03
 -3.80008668e-03 -1.14627788e-03  5.71654411e-04  3.59670026e-03
  1.19534903e-04  6.04078127e-03 -5.94850956e-03 -7.42384000e-04
  4.32516402e-03 -1.59384543e-03  9.44632338e-04 -1.65423576e-03
 -2.16034404e-03  2.39404757e-03  7.30844622e-04 -1.62699097e-03
 -1.12104346e-04 -1.74696255e-03 -2.39627948e-03  6.27997378e-03
  4.85009514e-06  7.44106947e-03 -1.78569672e-03 -1.64680521e-03
  5.52519364e-03  4.15284187e-03 -3.46081285e-03  4.51164960e-04
 -1.80349813e-03 -5.71283093e-03  1.29429728e-03  1.08703354e-03
 -1.18956622e-03 -8.10594065e-04  4.15792502e-03 -1.86329533e-04]",positive,Short negative review misclassified.
would not recommend others,negative,"['would', 'not', 'recommend', 'others']",would not recommend others,"[ 1.74866582e-03  1.83143269e-03  2.34800740e-03  2.61665299e-03
 -3.60148842e-04 -9.45485942e-03  1.87066465e-03  9.55321360e-03
 -2.21416238e-03 -3.85408523e-03  2.37212190e-03 -3.88220628e-03
  9.60440026e-04  1.20385615e-04  2.29976955e-04 -5.65474574e-03
  8.41749134e-04 -3.69291380e-03 -1.48435519e-03 -8.42048973e-03
 -3.51603609e-04  5.26932126e-05  1.69769838e-03 -4.46823006e-03
 -3.67493625e-03 -1.77294319e-03 -5.52406721e-03  9.76933748e-04
 -3.21078859e-03 -2.41886266e-03 -1.30018406e-03 -2.94265337e-03
  1.30041817e-03 -1.95054361e-03  2.05950346e-05 -6.19224622e-04
  3.67967575e-03 -2.46702414e-03  1.47440471e-03 -1.04206987e-02
 -3.27301747e-03 -1.96628040e-04 -1.89923029e-03  1.10575731e-03
  5.05537214e-03  6.85501262e-04  3.35214427e-05  4.29971889e-03
  4.83674463e-03  7.19400402e-03 -1.85683451e-03 -2.11217487e-03
 -1.64951925e-05  5.90081909e-04  2.29674065e-03  1.36801144e-04
  3.75935389e-03 -2.37712753e-03 -2.27256655e-03  4.04698215e-03
  1.62440003e-03  2.36899988e-03  8.58026324e-05 -4.65496350e-03
 -2.24498892e-03  5.90431225e-03  5.72770461e-03  4.74757189e-03
 -2.09150603e-03  3.49803967e-03 -3.22673190e-03  2.68365233e-03
  4.10492299e-04  8.40712048e-04  4.39348118e-03  3.11216898e-03
  2.31735851e-03 -1.17825984e-03 -3.02470662e-03 -3.48849827e-03
 -2.90397974e-03  3.60338716e-03 -2.85501848e-03  6.85675722e-03
  3.38137220e-03  1.01656071e-04  2.40509794e-03 -1.41977076e-03
  5.20434510e-03  3.23251495e-03  7.78151210e-03 -2.75729992e-03
 -2.16774270e-03  4.45844186e-03  8.46450776e-03  1.56018417e-03
 -6.38292683e-03 -6.36027474e-03 -2.32235738e-03 -2.97278143e-03]",positive,Short negative review misclassified.
also decided not send back waitress looked like verge heart attack,negative,"['also', 'decided', 'not', 'send', 'back', 'waitress', 'looked', 'like', 'verge', 'heart', 'attack']",also decided not send back waitress looked like verge heart attack,"[-1.3943572e-03  7.4597629e-04  2.7803322e-03  3.6803894e-03
 -1.4178667e-03 -9.4335678e-04  3.2840287e-03  1.6628341e-07
 -8.3528117e-05 -2.7913940e-03  1.4276187e-03 -2.6407540e-03
  4.7749383e-04  1.2811514e-03 -2.9686443e-03  2.4316274e-04
  2.6727817e-03 -8.8515558e-04 -1.6718933e-06 -5.2051749e-03
  2.1342819e-03  4.7040547e-04  3.3272430e-03 -3.2711616e-03
 -1.0998116e-03 -1.8698563e-03 -6.5941416e-04  1.3366812e-03
 -1.3428329e-03 -1.3465793e-03 -6.6821935e-04  1.3267365e-03
  3.1151727e-03  1.5484894e-03 -1.0375989e-03 -8.8316301e-05
  2.4140558e-04  1.0063874e-03 -8.0268663e-05 -3.8152419e-03
  2.5283562e-03 -3.3207962e-03 -8.4552594e-04  4.7990511e-04
  1.0933887e-03 -1.1615070e-03 -2.4022928e-03 -2.3816471e-04
  3.5334493e-03  1.5475153e-03  1.1655411e-03 -1.5910146e-03
 -2.0324162e-03 -3.8794265e-03 -2.2040708e-03  2.9407651e-03
  8.5018476e-04  2.4367555e-03 -5.9001404e-04  2.0289363e-03
  7.2468631e-04 -3.0983903e-03  4.2571762e-04  2.3316024e-04
  1.1126879e-03  1.8776282e-03 -7.1207900e-04  1.2868262e-03
 -1.5812530e-03 -8.5858519e-05 -9.1368350e-04  2.9917248e-03
  8.4179494e-04 -2.3437811e-03  1.1968953e-03  2.0773751e-04
  2.1076922e-03  1.3336763e-03 -1.5274347e-03 -8.4542239e-04
 -7.0132915e-04  2.4388519e-03 -2.3624152e-03  2.0359869e-03
 -2.2963579e-04  7.0675899e-04  1.8615858e-03  1.0154248e-03
  2.7626217e-03 -8.6479535e-04  1.7891264e-03 -1.9850514e-03
  1.0197671e-03  2.0834274e-04  3.3890195e-03  1.2713389e-03
 -3.2162515e-04 -3.5087212e-03  3.2823478e-04  2.7551446e-03]",positive,Failed to capture intensity of negative sentiment.
also feel like chips bought not made house,negative,"['also', 'feel', 'like', 'chips', 'bought', 'not', 'made', 'house']",also feel like chip bought not made house,"[-9.8888157e-04 -6.1042362e-04  3.8653705e-03  2.2314459e-03
 -1.2144623e-03 -4.7244420e-03  2.6367214e-03  6.3066613e-03
 -1.7288656e-03 -3.4667149e-03  3.6080088e-03 -3.1804079e-03
 -9.8975108e-04 -3.3883483e-03 -3.3811531e-03  1.2209954e-03
  1.7171899e-03 -5.4429718e-03  4.6886620e-05 -6.8594757e-03
  2.1235161e-03  5.0101946e-03  1.0785409e-03 -5.0655645e-03
  2.0997853e-03  2.3627209e-03 -5.6457035e-03  1.6599365e-03
 -2.5725190e-03 -1.5744747e-03 -3.5038562e-03  4.0474585e-03
 -3.5853597e-04 -4.2378744e-03 -4.8079453e-03 -5.3007214e-05
  9.7524188e-04 -2.2037164e-03 -3.9125658e-03 -3.4884661e-03
  1.0168599e-03 -3.3540714e-03 -2.7458686e-03  1.5241289e-04
  2.4410100e-03 -4.5406437e-03 -4.6972027e-03 -2.2419053e-03
  4.9936892e-03  2.8029305e-03 -9.8720426e-04 -4.7161471e-04
 -2.1932705e-03 -1.3636386e-03 -4.8523472e-04 -1.0767127e-03
  3.0511287e-03 -7.3788391e-04 -7.0418650e-04  3.0383719e-03
 -1.5753123e-03 -1.6163671e-03 -8.1983447e-04 -1.9852638e-03
 -2.3438209e-03  3.7360140e-03 -6.0408679e-04  4.1656354e-03
 -7.3904125e-04  2.3514805e-03 -1.4959741e-03  8.0823654e-04
  2.8798489e-03 -1.3296944e-03  5.1697316e-03  2.7608855e-03
  1.9803699e-03 -3.4923898e-03 -2.4137585e-03 -3.1472496e-03
 -1.9642091e-03 -5.0136587e-06  9.3851407e-04  6.9724191e-03
 -4.3104747e-03  2.5867862e-03  2.5092815e-03  5.6260955e-03
  1.9874801e-03  1.7601110e-03  3.0949977e-03  1.9279505e-03
 -1.0474757e-03  3.3994394e-03  3.6004689e-03  2.1121805e-03
 -1.6468512e-03 -2.7563293e-03 -6.0125091e-04 -2.7577262e-03]",positive,Failed to capture intensity of negative sentiment.
three different occasions asked well done medium well three times got bloodiest piece meat plate,negative,"['three', 'different', 'occasions', 'asked', 'well', 'done', 'medium', 'well', 'three', 'times', 'got', 'bloodiest', 'piece', 'meat', 'plate']",three different occasion asked well done medium well three time got bloodiest piece meat plate,"[-2.54021678e-03  3.09969438e-03 -3.51992669e-03 -1.89030357e-03
  1.18846202e-03 -1.61910162e-03 -2.01318995e-03  1.77545822e-03
 -1.03613676e-03 -4.99131996e-03 -2.26986594e-05 -8.45413771e-04
  6.85183681e-04  4.78359521e-04  2.40017165e-04 -2.82834587e-03
  1.09670311e-03 -2.18533748e-03 -1.85151200e-03 -2.12255260e-03
  6.04732370e-04  1.76319643e-03  1.02763914e-03 -1.78983435e-03
 -2.46711797e-03 -9.83477687e-04  1.73229247e-03 -1.63340068e-03
 -1.86564331e-03 -1.96079002e-03 -1.91531377e-03  1.71720458e-03
  1.06696109e-03 -7.59230898e-05 -1.16500549e-03  4.41862782e-03
 -7.08039559e-04 -1.04350375e-03 -1.19161874e-03 -1.67449110e-03
  1.60262885e-03 -4.34472691e-03 -2.26362748e-03 -3.27533833e-03
  1.45393237e-03 -1.67209643e-03  1.50227838e-03 -2.88016628e-04
  7.30873144e-04  6.29451766e-04  1.71903142e-04 -5.04906231e-04
 -1.01602846e-03  7.67662539e-04 -2.45945150e-04 -4.32306761e-03
  1.82734674e-03 -1.25125493e-03 -9.70795052e-04  2.63577949e-05
  2.14952836e-03  5.38815730e-05 -1.92361255e-03 -2.55038240e-03
 -3.23893293e-03 -1.75425562e-03 -7.88943027e-04 -1.33996096e-03
 -2.60017882e-03  3.43964901e-03 -5.46128897e-04  1.72752643e-03
  1.24835293e-03 -9.71754838e-04  2.69584823e-03 -2.24591451e-04
  4.83768672e-04  1.06259552e-03 -2.97443452e-03 -1.78996427e-03
  2.29057769e-04  1.49292883e-03 -2.29178881e-03  1.55791035e-03
  8.55235150e-04  1.67326813e-04  2.00856099e-04  1.42331363e-03
  7.61817137e-05  1.12434302e-03  2.08153599e-03 -1.24459504e-03
 -1.21752115e-03  6.86740314e-05 -5.40649817e-05  1.03394515e-04
 -1.49323547e-03 -3.87119083e-03 -1.72360311e-03  6.19920495e-04]",positive,Failed to capture intensity of negative sentiment.
food barely lukewarm must sitting waiting server bring us,negative,"['food', 'barely', 'lukewarm', 'must', 'sitting', 'waiting', 'server', 'bring', 'us']",food barely lukewarm must sitting waiting server bring u,"[-1.55252148e-03  1.44797275e-04  3.51244304e-03  2.92888377e-03
  1.71695882e-03  4.90967475e-04  1.11955800e-03  3.81851406e-03
  1.19741494e-03 -1.16341515e-04 -1.52371975e-03 -2.87392759e-03
 -4.67941258e-03 -2.49468279e-03 -2.18892680e-03 -2.28554010e-03
  1.20262103e-03  1.12921829e-04 -2.87375506e-03 -3.71862296e-03
 -9.86969913e-04 -8.48938245e-04  1.93878845e-03 -1.98159693e-03
  3.83888185e-03 -1.90814189e-03 -4.57680132e-03 -1.13371154e-03
 -1.54951809e-03 -3.44664179e-04  2.24151392e-03  6.15024765e-05
  1.04016101e-03 -7.56999594e-04  1.29698741e-03  5.36473328e-03
  1.84638263e-03  1.13771763e-03 -1.35271577e-03 -3.21106357e-03
 -4.10338136e-04 -1.11313327e-03 -3.97627288e-03  1.06224709e-03
  7.14258815e-04 -1.20186037e-03  2.50858837e-04  8.75466503e-05
  2.87900167e-03  1.19274040e-03  7.20900018e-04 -4.29169647e-03
  4.99814749e-04  5.76709281e-04 -4.63545136e-03  2.23096856e-03
 -5.03344054e-04 -3.25329049e-04  3.28813563e-04  5.85644390e-04
  9.71147965e-05 -1.37722061e-03 -8.47957213e-04  4.20561119e-04
  3.05459928e-03  2.95939925e-03  6.47353707e-03  2.46316753e-03
 -2.55361665e-03  7.13181915e-04 -1.24919624e-03  3.73214390e-03
  1.85179629e-03 -8.86704889e-04  1.48019509e-03 -7.26687489e-04
 -1.78594538e-03 -2.11403612e-03  5.17178814e-05 -1.30905025e-03
 -5.89509727e-04 -3.56266228e-03 -1.94215029e-03 -1.79784023e-03
  2.06296696e-04 -2.59924843e-03  9.64884239e-04  2.38422095e-03
 -5.81464439e-04  1.43120158e-03  5.13372617e-03  4.09336877e-04
  6.80302503e-04 -3.90494987e-03 -4.13834729e-04  3.86205432e-03
  3.21758282e-03 -6.59833895e-04 -3.54281481e-04 -1.85760879e-03]",positive,Failed to capture intensity of negative sentiment.
mains also uninspired,negative,"['mains', 'also', 'uninspired']",main also uninspired,"[ 4.5479303e-03  2.3652350e-03 -2.7345561e-03 -3.0878156e-03
 -1.7923179e-04 -6.1739697e-03 -2.1518357e-03  4.8619639e-03
  4.0906575e-03 -2.6261716e-03  3.2261016e-03 -4.1534794e-03
 -5.4945112e-03 -3.3041928e-03  1.7700987e-03  3.9288327e-03
  3.0715379e-03 -6.0482230e-04  2.3018134e-04 -6.2007676e-03
  3.3242416e-03 -1.9962599e-03  9.1913575e-04 -1.1706516e-03
  1.2257757e-06  6.6128722e-03  1.1310738e-03  1.1113094e-03
  2.5090310e-03 -3.8851898e-03 -4.5419643e-03  1.4096005e-03
 -5.7298737e-04 -6.7430391e-04 -3.2410829e-03 -4.5771110e-03
  6.9892853e-03  1.7982371e-03 -1.5306474e-03 -1.4707390e-03
  3.2507442e-03 -4.6227532e-03 -1.3560619e-03 -2.9688524e-04
  1.7381541e-04 -8.1789005e-04 -8.6658343e-05 -3.1281125e-03
  5.4334090e-03  6.5988745e-03  2.5487228e-03 -1.6437463e-03
  3.7491804e-03 -3.2777786e-03 -2.8578590e-03 -6.7331255e-03
  3.2688326e-03  2.8077534e-03  1.3324762e-03 -5.9234141e-04
 -2.5665141e-03 -3.4043028e-03 -2.0672607e-03  3.4192249e-03
  3.3641435e-04  1.3174879e-03  1.5933508e-03  1.5148744e-03
  1.1054490e-03 -5.2808534e-04  2.6304780e-03 -5.5951537e-03
  4.2192661e-04  1.7058833e-04 -3.7324717e-03 -5.1745507e-03
  4.4716964e-03 -3.9684419e-03 -4.5224950e-03 -2.2226577e-03
 -5.7896209e-04 -3.1262860e-03  5.6409785e-03 -6.5263235e-03
  2.0288143e-03 -8.1193913e-04 -3.1064768e-04  2.2536865e-04
 -2.6167470e-03 -2.9757125e-03  3.7917953e-03  1.6837115e-03
  9.6519478e-04 -8.7845541e-04  4.4063483e-03 -9.0878288e-04
 -1.1152447e-03 -1.3173540e-03  1.1403122e-03  2.7015351e-03]",positive,Short negative review misclassified.
not know place managed served blandest food ever eaten preparing indian cuisine,negative,"['not', 'know', 'place', 'managed', 'served', 'blandest', 'food', 'ever', 'eaten', 'preparing', 'indian', 'cuisine']",not know place managed served blandest food ever eaten preparing indian cuisine,"[ 4.4569265e-04  2.0451138e-03  2.0227146e-03 -8.0731967e-05
 -1.0966662e-03 -1.9573241e-03 -1.5973520e-03  3.3082468e-03
 -5.0722947e-04  1.9968285e-03 -2.4546734e-03 -1.0451330e-03
  4.6349535e-04  2.0843057e-03 -2.4086826e-03 -2.3779364e-03
  2.1592570e-04  1.4455266e-04 -1.9919325e-03 -5.0505344e-03
 -1.3075542e-03  2.2375851e-03  4.1116867e-03 -4.2601707e-03
  2.3854517e-03 -1.9379510e-03 -8.1981422e-04  1.3658909e-04
 -1.9981856e-03  1.7898654e-03  2.4569733e-03 -2.0708481e-03
  2.6775000e-03 -1.8759035e-03 -2.7813511e-03  1.7344583e-03
  3.1537292e-04 -6.2512700e-06  3.2555373e-04 -4.1231732e-03
  3.7694586e-04 -3.9641117e-03 -8.8561728e-04  5.3239026e-04
  1.0532498e-03  5.1898020e-04 -1.1613871e-03 -3.4696811e-06
  1.1529316e-03  4.4075144e-04 -1.7407117e-03 -1.6360087e-03
  8.9106802e-04 -2.9613220e-03 -9.5713389e-04 -3.6192763e-05
  1.5383953e-03 -1.3601021e-03 -1.2610923e-03  4.4189538e-03
  1.8241892e-04  3.4674062e-04 -1.1694928e-03  2.9585559e-03
  5.4864929e-04 -2.0226421e-04  3.3089491e-03  2.2859850e-03
 -2.9517140e-03  3.3962373e-03 -1.4919011e-03  2.5941196e-04
  1.2093076e-03  9.2945178e-05  2.6829189e-03 -1.3407809e-04
  7.3960470e-04 -8.7777787e-04 -3.0222259e-04 -1.2364074e-03
 -1.5819460e-03 -1.4656511e-03 -3.6289229e-03  4.3633417e-03
 -5.0814491e-04  1.2562721e-03  2.1630079e-03  2.0755839e-03
  3.3529049e-03  8.4958156e-04  1.3543587e-03  2.2013285e-03
  1.2402516e-04 -3.5833521e-03  1.9799944e-03  4.1763922e-03
 -2.4050276e-03 -1.6474393e-03  2.8188431e-03  9.7946275e-04]",positive,Failed to capture intensity of negative sentiment.
